,Presence of Investment Promotion Unit,Land Use Plan,Population,Local Economy Growth,Availability of Basic Utilities,Budget for DRRMP,Capacity of School Services,Transportation Vehicles,Education,Poverty_Incidents,Cluster_Id
Bani,0.78976,0.9743600000000001,0.08458903612554455,0.0,0.78324,0.05014550416783117,0.10751454271010771,0.024118221433371584,0.09290419361574868,0.106819759407498,2
Banisilan,0.75,0.96364,0.06905586030040077,0.0036241458718713417,0.86084,0.047679331831708326,0.018713532885503148,0.003044047365376996,0.03650822287346699,0.519737118621401,2
Banna,1.0,0.8820399999999999,0.026874743470279808,0.0043791762618445385,0.6948400000000001,0.007398517008368534,0.07132327628059691,0.015922709295818134,0.11648538037448612,0.05014233039756988,2
Bansalan,0.78976,0.9846,0.11562928452270894,0.00588923704179093,0.96588,0.0487754084255407,0.17354153609858108,0.057134427473229776,0.1358049068756204,0.19228168045392888,2
Bansud,0.0,0.9454400000000001,0.06438337799135854,0.00407716410585526,0.5,0.0010960765938323753,0.14794283545331735,0.009366299585775372,0.10355834425975657,0.17839889447172178,1
Bantay,1.0,0.79488,0.055228097012635556,0.002416097247914228,0.49752,0.006850478711452346,0.0907429802183832,0.07071556187260407,0.05795857950340286,0.012569652739302935,2
Bantayan Island,1.0,0.99092,0.13067171918913767,0.003020121559892785,0.8274400000000001,0.05836607862157398,0.12869967427860185,0.02880137122625927,0.19504198445630422,0.2713753510498061,2
Banton,0.0,0.78888,0.002682248475752728,0.0,0.25,0.0,0.04943197365981964,0.006322252220398377,0.022160633339536384,0.1848945099312866,1
Baras (CT),1.0,0.8,0.015406714264846529,0.0,0.93752,0.0046583255237875945,0.24009815777626684,0.006790567199687145,0.022160633339536384,0.05358118564086889,2
Baras (RL),1.0,0.9897600000000001,0.14555579411995268,0.02280191777719053,0.86,0.006850478711452346,0.09586272034743594,0.054090380107852776,0.11208166477496287,0.29901355800520923,2
Barbaza,0.0,0.96412,0.032558291783625036,0.000604024311978557,0.785,0.006850478711452346,0.07997387167106534,0.0056197797514652235,0.013069091456649662,0.22526921778779713,1
Barcelona,0.75,0.8,0.03258961568737281,0.0018120729359356708,0.9395600000000001,0.009042631899117096,0.08191584206484397,0.00866382711684222,0.033240950009304576,0.33314738042017716,2
Barili,1.0,0.7727200000000001,0.13351001291206055,0.00407716410585526,0.94988,0.04548717864404358,0.0714998190436677,0.010771244523641678,0.13907217973978284,0.2713753510498061,2
Barira,1.0,0.98284,0.0559450663650845,0.11098946732605984,0.6625200000000001,0.006850478711452346,0.020832046042352562,0.041914190646344794,0.014915810901611029,0.8083462290404956,2
Barlig,1.0,0.9892,0.001434512976466588,0.039261580278606205,0.98752,0.010412727641407566,0.06355539470548238,0.003044047365376996,0.08011921284293923,0.15585528787676162,2
Barobo,1.0,0.8971600000000001,0.08553397388860225,0.0010570425459624747,0.75,0.007398517008368534,0.2934140722236437,0.06158341977647308,0.1615169237631594,0.39453731476351506,2
Barotac Nuevo,1.0,0.90768,0.09428726476922887,0.00407716410585526,0.99996,0.05891411691849017,0.11157502626073577,0.07141803434153722,0.08296031968134134,0.17152118398512378,2
Barotac Viejo,0.53336,0.9846,0.07764731101166392,0.003020121559892785,0.5783200000000001,0.006850478711452346,0.15200331900394537,0.02552316637123789,0.05256047651043886,0.22042934744537632,2
Baroy,0.75,0.98284,0.03237730922863793,0.002567103325908867,0.6200000000000001,0.006850478711452346,0.10592565784247066,0.01358113439937429,0.10256395686631584,0.18998911029172955,2
Barugo,1.0,0.9846,0.05003180942425563,0.0021140850919249493,0.83752,0.006850478711452346,0.08015041443413613,0.06977893191402652,0.05128197843315792,0.30933012373510627,2
Basay,1.0,0.9846,0.03927900935439641,0.0019630790139303104,0.8250000000000001,0.02712789569735129,0.03142461182659963,0.0037465198343101494,0.03863905300226857,0.3426997560960078,2
Basco,0.5,0.77776,0.0079777284260006,0.013137528785533615,0.925,0.03617052759646838,0.19896369398077404,0.26085144346384415,0.12571897759929293,0.06135045119054443,2
Basey,0.78976,0.9897600000000001,0.08959564007456298,0.0037751519498659815,0.63788,0.06631263392685871,0.015006134861016677,0.029035528715903654,0.03821288697650825,0.31429735908653816,2
Basilisa,0.5,0.9846,0.057227606201868154,0.0027181094039035064,0.5408000000000001,0.007124497859910439,0.027187585512900802,0.006322252220398377,0.052986642536199176,0.39517413980857036,1
Basista,0.0,0.9948800000000001,0.05861803948489414,0.002416097247914228,0.72584,0.008220574453742815,0.1031009736333381,0.018966756661195128,0.08054537886869956,0.156492112921817,1
Basud (CN),1.0,0.9314399999999999,0.06442688341323044,0.0019630790139303104,0.7359600000000001,0.006850478711452346,0.10292443087026731,0.04729981290816563,0.047730594885155284,0.2569831050315547,2
Batac,1.0,0.9994000000000001,0.08960260094206249,0.11702971044584543,0.8132,0.4044522631241465,0.19702172358699543,0.1418994387244969,0.21663439642816015,0.02479669360436607,2
Batad,0.5332,0.9892,0.03160639315306783,0.002567103325908867,0.98752,0.01068674678986566,0.13911569729977813,0.03676272587416834,0.28141163234372807,0.2748142062931051,2
Batan,0.0,0.9846,0.051317829694789034,0.0021140850919249493,0.65332,0.006850478711452346,0.13011201638316813,0.1341722415662322,0.08153976626214028,0.15878468308401633,1
Batangas,1.0,0.9996,0.5671007092393063,0.13243233040129862,0.9569200000000001,0.487754084255407,1.0,0.54956762819537,1.0,0.08096466257824989,0
Bataraza,1.0,0.96924,0.12437909496958581,0.0057382309637962915,0.8160000000000001,0.05727000202774161,0.07344178943744632,0.017795969212973207,0.12230964939321043,0.166808678651714,2
Bato (CS),0.0,0.8,0.0837780950618523,0.0,0.0,0.0,0.027893756565183944,0.011239559502930447,0.051139923091237806,0.3433365811410631,1
Bato (CT),1.0,0.9897600000000001,0.03007848273692664,0.002567103325908867,0.97176,0.013426938274446597,0.4288223714989354,0.03910430077061218,0.17700095603245086,0.3649886326729458,2
Bato (LE),1.0,0.9885600000000001,0.05979616630918524,0.0019630790139303104,0.6125200000000001,0.0,0.07379487496358789,0.03723104085345711,0.09176775088038785,0.15738366798489453,2
Batuan (BL),1.0,0.9230800000000001,0.015265756697981567,0.00407716410585526,0.92252,0.01150880423523994,0.44029765109853636,0.018030126702617593,0.3184880765848755,0.2688280508695846,2
Batuan (MS),0.0,0.9948800000000001,0.019301319630819165,0.0,0.925,0.1378316316744212,0.3094794636630851,0.021308331557638973,0.12103115131592948,0.3449923262582071,1
Bauan,1.0,0.9545600000000001,0.15109316421580832,0.0036241458718713417,0.995,0.05891411691849017,0.15129714795166224,0.10185850799530717,0.07514727587573557,0.0688649867221978,2
Bauang,1.0,0.9897600000000001,0.12956668147359138,0.003322133715882064,0.79212,0.05891411691849017,0.18325138806747424,0.07844275903086875,0.13523668550794,0.011550732667214344,2
Bauko,1.0,0.96,0.04877189240684535,0.0022650911699195887,0.48752000000000006,0.006850478711452346,0.0963923486366483,0.0072588821789759134,0.09006308677734659,0.24908647447286808,2
Baungon,0.0,0.96412,0.057629596299964524,0.0007550303899731963,0.72648,0.05836607862157398,0.021008588805423348,0.002341574896443843,0.03821288697650825,0.413387336097154,1
Bautista,1.0,0.96924,0.04926959443305991,0.001661066857941032,0.4,0.006850478711452346,0.06885167759760592,0.015922709295818134,0.04162221518259077,0.16044042820116028,2
Bay,0.75,0.9272800000000001,0.10119070511186222,0.011174449771603305,0.83596,0.05836607862157398,0.06355539470548238,0.024352378923015967,0.10441067631127719,0.0,2
Bayabas,0.7993600000000001,0.10812,0.008673815175951026,0.007248291743742683,1.0,0.01068674678986566,0.035308552614156885,0.011005402013286064,0.011080316669768192,0.3681727578982226,2
Bayambang,1.0,0.99092,0.21755552710107506,0.0043791762618445385,0.8489599999999999,0.06412048073919396,0.1714230229417317,0.05151464772176455,0.2876620673882127,0.1589120480930274,2
Bayang,1.0,0.97692,0.03475270526284376,0.0,0.41980000000000006,0.01068674678986566,0.3993397300661144,0.012644504440796754,0.031110119880503,0.8685898783027338,2
Bayawan,1.0,0.9454400000000001,0.1982199774043271,0.26229755747668837,0.6988800000000001,0.9105656303262457,0.40516564124745025,0.10068772054708525,0.2954751111938184,0.34779435645645074,0
Baybay,1.0,0.99992,0.18348382090787654,0.1427007437049341,0.9273199999999999,0.7688977305734114,0.3184831445796951,0.20559027590776943,0.4105399381491035,0.2629692604550752,0
Bayog,1.0,0.96,0.05311895416028577,0.004228170183849899,0.0364,0.007398517008368534,0.043606062478483754,0.012878661930441137,0.04929320364627645,0.4542715039897089,2
Bayombong,1.0,0.95384,0.10009262826381543,0.005436218807807013,0.9750000000000001,0.11645813809468988,0.12975893085702656,0.07539871166549175,0.13679929426906115,0.05893051601933402,2
Bayugan,0.78732,0.99092,0.17264226977739866,0.17864019026765823,0.7932400000000001,0.5973617436386446,0.34178678930503864,0.08148680639624574,0.39292507575101054,0.3732673582586656,0
Belison,1.0,0.9846,0.016609204125385888,0.0022650911699195887,0.7556,0.01068674678986566,0.06532082233619023,0.017795969212973207,0.011080316669768192,0.1399346617503773,2
Benito Soliven,1.0,0.9885600000000001,0.04558555530894727,0.0018120729359356708,0.8500000000000001,0.006850478711452346,0.05419862826273082,0.028567213736614888,0.06136790770948537,0.22348610766164212,2
Besao,1.0,0.78332,0.005299534655566331,0.0022650911699195887,0.98752,0.025209761658144633,0.061789967074774556,0.004683149792887686,0.11492277161336496,0.18387558985919797,2
Bien Unido,0.79948,0.9589600000000001,0.040234388418703367,0.0036241458718713417,0.5750000000000001,0.0019181340392066567,0.07308870391130474,0.006322252220398377,0.08636964788742385,0.3796356087092193,2
Bilar,0.7996400000000001,0.94284,0.023658822685508833,0.04046962890256332,0.8559200000000001,0.006302440414536158,0.12940584533088498,0.004917307282532071,0.1464590575196283,0.22807124798604084,2
Biliran,0.0,0.87692,0.023784118300499913,0.005134206651817734,0.86252,0.009042631899117096,0.0782084440403575,0.009834614565064142,0.1184741551613676,0.25761993007661005,1
Binalbagan,1.0,0.9363600000000001,0.11011279702935181,0.006644267431764128,0.8419600000000002,0.3477302993933211,0.09233186508602026,0.04214834813598917,0.0620781844190859,0.18107355966095434,2
Binalonan,1.0,0.96924,0.08798593946530263,0.003926158027860621,0.8532400000000001,0.058640097770032075,0.1551810887392195,0.05362206512856401,0.15469826735099437,0.06020416610944476,2
Binan,1.0,0.99092,0.5725893532626655,0.0638755709917324,1.0,0.4839178161769937,0.8525250028688179,0.29293101954512474,0.6355555997505499,0.02084837832502277,0
Binangonan,1.0,0.96364,0.5388343665406944,0.004983200573823095,0.99428,0.05891411691849017,0.4989098484380368,0.46808082179912425,0.38212886976508254,0.4535073139356424,0
Bindoy,1.0,0.9179600000000001,0.06234210359712892,0.0018120729359356708,0.8,0.006302440414536158,0.07308870391130474,0.011239559502930447,0.0339512267189051,0.2572378350495768,2
Bingawan,1.0,0.96756,0.021177273421935563,0.003322133715882064,0.9500000000000001,0.21209082090656461,0.09568617758436515,0.008195512137553452,0.1441861720489066,0.8606932477440471,2
Binidayan,0.0,0.2,0.031470656236827495,0.0,0.7166800000000001,0.006850478711452346,0.0,0.0238840639437272,0.029973677145142163,0.05561902578504607,1
Binmaley,1.0,0.97272,0.14424019016254638,0.0028691154818981457,0.85228,0.05891411691849017,0.14017495387820283,0.059007687390384846,0.12827597375385486,0.18998911029172955,2
Binuangan,0.75,0.9897600000000001,0.008708619513448548,0.005436218807807013,0.9775200000000001,0.009590670196033284,0.035308552614156885,0.008429669627197836,0.022160633339536384,0.50419858752205,2
Biri,0.0,0.18976,0.0135255398231055,0.0036241458718713417,0.46028,0.01068674678986566,0.06302576641627004,0.0,0.022160633339536384,0.24717599933770196,1
Bislig,1.0,0.9997199999999999,0.16583454136288348,0.06810374117558231,0.8813599999999999,0.5718779628320418,0.3725052300793551,0.17233991237826685,0.39690262532477344,0.0,0
Boac,1.0,0.9454400000000001,0.08829047741840594,0.004530182339839177,0.9054800000000001,0.04466512119866929,0.2626956314493272,0.12223020959436862,0.09673968784759152,0.14324615198466525,2
Bobon,0.0,0.0,0.04261152466978407,0.0034731397938767027,0.5,0.006850478711452346,0.037250523007935514,0.0032782048550213804,0.07869865942373819,0.41275051105209865,1
Bocaue,0.76924,0.96364,0.23913595656641315,0.0034731397938767027,0.9892799999999999,0.07645134241980818,0.6120737595664096,0.0971753582024195,0.2349595355358537,0.06784606665010921,2
Bogo,1.0,0.99992,0.14769626087605023,0.050134017894220236,0.96832,0.40774049290564357,0.3850397662573808,0.5455869508714155,0.31607313577223367,0.1389157416782887,0
Bokod,1.0,0.9794800000000001,0.018168438445274843,0.008909358601683716,0.655,0.006028421266078065,0.041664092084705125,0.0032782048550213804,0.09631352182183121,0.09790420877672279,2
Bolinao,0.0,0.97272,0.15400802748122575,0.0043791762618445385,0.77352,0.05891411691849017,0.13328978611844225,0.04074340319812287,0.2065484671518327,0.1794178145438104,1
Boliney,0.5,0.0,0.0,0.00588923704179093,0.97,0.01068674678986566,0.030188812485104136,0.00023415748964438434,0.011080316669768192,0.3919900145832935,1
Boljoon,1.0,0.35676,0.02354570858864189,0.0019630790139303104,0.9237600000000001,0.013426938274446597,0.11651822362671772,0.028567213736614888,0.16023842568587846,0.2688280508695846,2
Bombon,0.0,0.79444,0.021782868894392435,0.001208048623957114,0.0,0.0,0.0,0.00023415748964438434,0.008665375857126408,0.27494157130211616,1
Bongabon,1.0,0.96364,0.10936276355628023,0.005436218807807013,0.98284,0.0578180403246578,0.1880180426703854,0.046831497928876864,0.1102349453300015,0.04173623980283897,2
Bongabong,0.78976,0.99092,0.11847105867938156,0.002416097247914228,0.7410000000000001,0.054529810543160674,0.13452558545993773,0.010771244523641678,0.21833906053120142,0.18221984474205402,2
Bongao,0.0,0.99092,0.19511891093329792,0.0,0.60548,0.06275038499690348,0.22738707883517034,0.08780905861664412,0.248880959044024,0.19228168045392888,1
Bonifacio,0.25,0.97716,0.0493357226743052,0.002416097247914228,0.8987600000000001,0.006850478711452346,0.09674543416278987,0.024586536412660356,0.08523320515206301,0.41733565137649736,1
Bontoc (MP),1.0,0.96364,0.03593257230400973,0.005436218807807013,0.62768,0.06439449988765206,0.12958238809395578,0.028567213736614888,0.12927036114729556,0.35021429162766116,2
Bontoc (SL),0.0,0.77296,0.04490513051087073,0.0036241458718713417,0.25,0.006850478711452346,0.09886394731963928,0.003044047365376996,0.059947354290284326,0.09955995389386674,1
Borbon,0.0,0.9948800000000001,0.06648555997620882,0.031258258144890326,0.61,0.006850478711452346,0.11510588152215144,0.0039806773239545335,0.0876481459647048,0.23571314852670527,1
Borongan,1.0,0.96364,0.10863187246883228,0.000604024311978557,0.52012,0.4044522631241465,0.2741709110489282,0.05034386027354262,0.20029803210734806,0.44866744359322164,2
Boston,0.75,0.9948800000000001,0.018072726517156662,0.002567103325908867,0.65252,0.006850478711452346,0.03213078287888277,0.004917307282532071,0.018893360475373967,0.34753962643842856,2
Botolan,1.0,0.97272,0.10918874186879263,0.006644267431764128,0.86836,0.08796014665504812,0.17972053280605854,0.010537087033997293,0.24106791523841822,0.1344579663629011,2
Braulio E. Dujali,1.0,0.96,0.04543589665770793,0.003322133715882064,0.62272,0.006576459562994252,0.0340727532726614,0.002341574896443843,0.02912134509362153,0.11726369014640609,2
Buadiposo-Buntong,0.75,1.0,0.021118106048189776,0.00800332213371588,0.365,0.006850478711452346,0.10751454271010771,0.04870475784603193,0.012642925430889348,0.8238847601398467,2
Bubong,0.5,1.0,0.03191789197367065,0.0,0.94644,0.05836607862157398,0.07732573022500358,0.0119420319718636,0.12301992610281094,0.8285972654732564,2
Bucay,1.0,0.94872,0.022832219669942703,0.0015100607799463925,0.885,0.006576459562994252,0.11263428283916045,0.11309806749823763,0.07685193997877682,0.23227429328340626,2
Bucloc,0.75,0.0,0.0,0.004832194495828456,0.75,0.011234785086781848,0.012004907888813341,0.0025757323860882276,0.07813043805605777,0.2415719389412147,2
Buenavista (AN),0.5,0.79392,0.11293542880040079,0.003171127637887424,0.7450000000000001,0.05891411691849017,0.1438823519026893,0.017561811723328824,0.12003676392248876,0.3872775092498838,1
Buenavista (BL),1.0,0.99428,0.04048846008243528,0.002416097247914228,0.7166800000000001,0.006576459562994252,0.1701872236002362,0.012176189461507983,0.06307257181252664,0.06109572117252228,2
Buenavista (GS),0.75,0.94872,0.08081972637456299,0.00407716410585526,0.89752,0.06412048073919396,0.06320230917934082,0.0777402865619356,0.1414871205524246,0.2223398225805424,2
Buenavista (ME),0.5,0.89232,0.03479273025096591,0.002416097247914228,0.74376,0.006028421266078065,0.06673316444075651,0.026459796329815426,0.0764257739530165,0.28933381732036756,2
Buenavista (QN),0.5,0.94872,0.04553334880270099,0.0036241458718713417,0.75,0.00575440211761997,0.10133554600263026,0.01522023682688498,0.07756221668837734,0.28755070719421255,2
Bugallon,0.0,0.99092,0.12349854523089852,0.004832194495828456,0.79508,0.05891411691849017,0.1869587860919607,0.010771244523641678,0.05710624745188222,0.16668131364270294,1
Bugasong,0.7989600000000001,0.9314399999999999,0.051592783961019455,0.0010570425459624747,0.67,0.006850478711452346,0.10486640126404595,0.018732599171550745,0.07955099147525882,0.22590604283285254,2
Buguey,1.0,0.9948800000000001,0.04555945205582413,0.003020121559892785,0.6703600000000001,0.06494253818456823,0.08721212495696751,0.010068772054708526,0.07685193997877682,0.16668131364270294,2
